,0,1,2,3,4,5,6,7,8,9
0,-0.91154134,-0.5007847,-0.2660876,0.234985,-1.4092808,0.006431371,-0.63848233,0.037040412,-0.22135848,-0.26827973
1,0.24181926,1.0054269,1.287104,0.26766175,1.6373183,0.43712538,0.5683076,-0.14843094,0.4145628,0.1851619
2,0.17935383,0.3272971,0.66616845,0.65122396,0.8334706,0.12155646,0.07570112,0.4459986,0.7061523,-0.23603526
3,-0.06766911,0.096357405,0.10684222,-0.9218558,0.10399221,-0.56238365,-0.8613315,-1.6193299,-0.37312987,-0.34313792
4,-0.30053598,-0.30355197,-0.64246064,0.41302195,0.043843724,-0.45174876,0.56806374,-0.2119045,0.15987065,0.27515903
5,0.07617819,0.35032246,0.32313794,-0.8819896,0.68679667,-0.13424817,-0.13950413,1.2450936,-0.03909841,-0.60849833
6,0.91353905,0.5751127,1.0572212,0.29149067,0.88657975,-0.10806465,-0.41013873,-0.734036,0.66728115,0.6707895
7,-0.17855358,-0.48068857,-0.11189377,0.35788256,-0.5891635,0.31806,-0.18670613,0.7182046,0.42898098,-0.30191922
8,-0.34457174,-1.0932982,0.82080823,-0.60209846,-0.43909588,-1.1682326,-0.001650393,-0.7104967,0.12618282,0.18475662
9,0.3573102,0.31546605,0.3282077,0.52020127,0.17850667,1.1969309,1.1693804,0.12577999,1.8643227,0.042826757
10,-0.99271244,-0.32199967,-1.2028508,-0.7182564,-0.3766683,-0.5937686,-1.0268674,0.1061663,-0.5126858,-1.2741047
11,-1.0347964,0.8713098,-1.0026252,-1.1210881,-1.4535615,-1.8974293,-1.4540193,-0.32297787,-1.5792252,-1.1422688
12,-0.12822182,0.5383719,-0.016009748,-0.5645529,0.07539818,0.12784517,0.5110969,1.3257297,-0.18172532,0.35853493
13,-0.6586436,-0.52329,-0.14744821,-1.1625518,-0.97618383,-0.71274143,-0.44728732,-1.4134765,-1.1016088,-1.0424621
14,-0.58665305,-0.37246564,-0.8854397,-0.16279274,-0.22362414,-1.3291883,-0.7441481,-0.75287914,-0.685963,-0.6381589
15,-0.32850882,0.2530988,-0.37901896,0.5616809,-0.88447887,-0.7592213,-0.30046737,-0.43167996,-0.21593863,0.27858388
16,0.80228776,0.22411138,0.69441617,1.073708,0.9626768,0.7212218,0.43365288,0.20786187,0.096393466,0.6398425
17,0.8155017,0.92945945,-0.16991135,2.4203894,0.37824568,0.8661009,0.5133986,1.2161033,0.80834794,0.83718145
18,0.7353589,0.85212344,0.34243464,1.422358,1.8040082,0.46019125,0.8007462,1.1043983,0.93360305,1.424504
19,1.9407834,1.7125095,1.7708493,2.0687099,1.7690884,1.7031548,2.3595226,1.8335769,1.936047,2.4088888
20,-1.024112,-0.4467833,-0.5269066,-1.6665711,-1.1469665,-0.80088943,-0.4155128,-1.1543295,-0.8822148,-0.6878073
21,-0.58563393,0.085840404,0.42558503,0.64058506,-0.25556433,-0.6431206,-0.10669422,-1.2088935,-1.3467963,0.09728223
22,-0.36391854,0.39199537,0.3205731,0.7432385,0.060661096,0.9688317,1.0342443,-0.99892366,0.5849687,0.20765719
23,-0.19186287,0.029151514,-0.3325594,-0.034998715,-0.34339792,-0.6826885,-0.98287153,-0.4931808,-0.7570518,-0.64845216
24,0.23577489,0.5112006,-0.0718987,-0.37340844,-0.42366478,-0.3538546,-1.1806064,-1.5887653,-0.25379395,-0.5038004
25,-1.0138187,-0.7184911,-0.85913837,-0.62944186,-1.3033037,-0.123524785,-0.7280682,-0.42474437,-0.20157903,-0.31134197
26,-0.7481401,-1.07459,-0.9831081,-0.15390283,-1.1149435,-1.1827178,-0.46165442,-2.0613256,-2.0199776,-0.51797116
27,-1.1727252,-1.42277,-1.4250412,-2.374638,0.3155136,-2.6883063,-1.680095,-3.0573878,-2.3706987,-2.503519
28,-1.5945625,-1.3122739,-0.21291965,-0.9226337,-1.0049121,-0.78024113,-0.28597623,-0.76898825,-1.027222,-0.55521303
29,-0.1390062,-0.52818996,-0.59542227,-0.47235942,0.4380886,-0.56083435,0.0015803427,-0.74412817,-0.5224597,-0.3090355
30,-0.708467,-0.7858825,-0.0066152215,-0.624869,-0.2761372,-0.683996,-0.6404319,-0.2714656,-0.21943907,-0.55417955
31,-0.18949892,0.17099948,-0.16934448,-0.30070838,-0.06315011,0.15884519,-0.35059333,-0.20265505,-0.004691258,-0.0037560156
