,0,1,2,3,4,5,6,7,8,9
0,-0.3125585,-0.3125585,-0.3125585,-0.3125585,-0.3125585,-0.3125585,-0.3125585,-0.3125585,-0.3125585,-0.3125585
1,-0.029096227,-0.029096227,-0.029096227,-0.029096227,-0.029096227,-0.029096227,-0.029096227,-0.029096227,-0.029096227,-0.029096227
2,0.19681992,0.19681992,0.19681992,0.19681992,0.19681992,0.19681992,0.19681992,0.19681992,0.19681992,0.19681992
3,-0.53179044,-0.53179044,-0.53179044,-0.53179044,-0.53179044,-0.53179044,-0.53179044,-0.53179044,-0.53179044,-0.53179044
4,-0.41701797,-0.41701797,-0.41701797,-0.41701797,-0.41701797,-0.41701797,-0.41701797,-0.41701797,-0.41701797,-0.41701797
5,0.14201157,0.14201157,0.14201157,0.14201157,0.14201157,0.14201157,0.14201157,0.14201157,0.14201157,0.14201157
6,-1.0153967,-1.0153967,-1.0153967,-1.0153967,-1.0153967,-1.0153967,-1.0153967,-1.0153967,-1.0153967,-1.0153967
7,-0.32100388,-0.32100388,-0.32100388,-0.32100388,-0.32100388,-0.32100388,-0.32100388,-0.32100388,-0.32100388,-0.32100388
8,0.018884126,0.018884126,0.018884126,0.018884126,0.018884126,0.018884126,0.018884126,0.018884126,0.018884126,0.018884126
9,0.30819118,0.30819118,0.30819118,0.30819118,0.30819118,0.30819118,0.30819118,0.30819118,0.30819118,0.30819118
10,-0.8377618,-0.8377618,-0.8377618,-0.8377618,-0.8377618,-0.8377618,-0.8377618,-0.8377618,-0.8377618,-0.8377618
11,-0.007976075,-0.007976075,-0.007976075,-0.007976075,-0.007976075,-0.007976075,-0.007976075,-0.007976075,-0.007976075,-0.007976075
12,-0.079750404,-0.079750404,-0.079750404,-0.079750404,-0.079750404,-0.079750404,-0.079750404,-0.079750404,-0.079750404,-0.079750404
13,-0.3805237,-0.3805237,-0.3805237,-0.3805237,-0.3805237,-0.3805237,-0.3805237,-0.3805237,-0.3805237,-0.3805237
14,-0.8341933,-0.8341933,-0.8341933,-0.8341933,-0.8341933,-0.8341933,-0.8341933,-0.8341933,-0.8341933,-0.8341933
15,-0.44684333,-0.44684333,-0.44684333,-0.44684333,-0.44684333,-0.44684333,-0.44684333,-0.44684333,-0.44684333,-0.44684333
16,0.402409,0.402409,0.402409,0.402409,0.402409,0.402409,0.402409,0.402409,0.402409,0.402409
17,0.69613314,0.69613314,0.69613314,0.69613314,0.69613314,0.69613314,0.69613314,0.69613314,0.69613314,0.69613314
18,-0.71965665,-0.71965665,-0.71965665,-0.71965665,-0.71965665,-0.71965665,-0.71965665,-0.71965665,-0.71965665,-0.71965665
19,0.15029195,0.15029195,0.15029195,0.15029195,0.15029195,0.15029195,0.15029195,0.15029195,0.15029195,0.15029195
20,0.052206714,0.052206714,0.052206714,0.052206714,0.052206714,0.052206714,0.052206714,0.052206714,0.052206714,0.052206714
21,0.16249794,0.16249794,0.16249794,0.16249794,0.16249794,0.16249794,0.16249794,0.16249794,0.16249794,0.16249794
22,0.19668107,0.19668107,0.19668107,0.19668107,0.19668107,0.19668107,0.19668107,0.19668107,0.19668107,0.19668107
23,-0.1472401,-0.1472401,-0.1472401,-0.1472401,-0.1472401,-0.1472401,-0.1472401,-0.1472401,-0.1472401,-0.1472401
24,-0.7257518,-0.7257518,-0.7257518,-0.7257518,-0.7257518,-0.7257518,-0.7257518,-0.7257518,-0.7257518,-0.7257518
25,-0.77404773,-0.77404773,-0.77404773,-0.77404773,-0.77404773,-0.77404773,-0.77404773,-0.77404773,-0.77404773,-0.77404773
26,-0.7189816,-0.7189816,-0.7189816,-0.7189816,-0.7189816,-0.7189816,-0.7189816,-0.7189816,-0.7189816,-0.7189816
27,-1.6291982,-1.6291982,-1.6291982,-1.6291982,-1.6291982,-1.6291982,-1.6291982,-1.6291982,-1.6291982,-1.6291982
28,-0.73704773,-0.73704773,-0.73704773,-0.73704773,-0.73704773,-0.73704773,-0.73704773,-0.73704773,-0.73704773,-0.73704773
29,-0.1693973,-0.1693973,-0.1693973,-0.1693973,-0.1693973,-0.1693973,-0.1693973,-0.1693973,-0.1693973,-0.1693973
30,-0.23648627,-0.23648627,-0.23648627,-0.23648627,-0.23648627,-0.23648627,-0.23648627,-0.23648627,-0.23648627,-0.23648627
31,-0.2999004,-0.2999004,-0.2999004,-0.2999004,-0.2999004,-0.2999004,-0.2999004,-0.2999004,-0.2999004,-0.2999004
32,-1.7473284,-1.7473284,-1.7473284,-1.7473284,-1.7473284,-1.7473284,-1.7473284,-1.7473284,-1.7473284,-1.7473284
33,-1.0754606,-1.0754606,-1.0754606,-1.0754606,-1.0754606,-1.0754606,-1.0754606,-1.0754606,-1.0754606,-1.0754606
34,-0.3420008,-0.3420008,-0.3420008,-0.3420008,-0.3420008,-0.3420008,-0.3420008,-0.3420008,-0.3420008,-0.3420008
35,-3.586229,-3.586229,-3.586229,-3.586229,-3.586229,-3.586229,-3.586229,-3.586229,-3.586229,-3.586229
36,-3.2048469,-3.2048469,-3.2048469,-3.2048469,-3.2048469,-3.2048469,-3.2048469,-3.2048469,-3.2048469,-3.2048469
37,-1.9140723,-1.9140723,-1.9140723,-1.9140723,-1.9140723,-1.9140723,-1.9140723,-1.9140723,-1.9140723,-1.9140723
38,-0.74763423,-0.74763423,-0.74763423,-0.74763423,-0.74763423,-0.74763423,-0.74763423,-0.74763423,-0.74763423,-0.74763423
39,-3.0180476,-3.0180476,-3.0180476,-3.0180476,-3.0180476,-3.0180476,-3.0180476,-3.0180476,-3.0180476,-3.0180476
40,-3.1199465,-3.1199465,-3.1199465,-3.1199465,-3.1199465,-3.1199465,-3.1199465,-3.1199465,-3.1199465,-3.1199465
41,-2.8579807,-2.8579807,-2.8579807,-2.8579807,-2.8579807,-2.8579807,-2.8579807,-2.8579807,-2.8579807,-2.8579807
42,0.27635682,0.27635682,0.27635682,0.27635682,0.27635682,0.27635682,0.27635682,0.27635682,0.27635682,0.27635682
43,-0.5243677,-0.5243677,-0.5243677,-0.5243677,-0.5243677,-0.5243677,-0.5243677,-0.5243677,-0.5243677,-0.5243677
44,-0.19890831,-0.19890831,-0.19890831,-0.19890831,-0.19890831,-0.19890831,-0.19890831,-0.19890831,-0.19890831,-0.19890831
45,0.37433895,0.37433895,0.37433895,0.37433895,0.37433895,0.37433895,0.37433895,0.37433895,0.37433895,0.37433895
46,0.5013222,0.5013222,0.5013222,0.5013222,0.5013222,0.5013222,0.5013222,0.5013222,0.5013222,0.5013222
47,-0.2550332,-0.2550332,-0.2550332,-0.2550332,-0.2550332,-0.2550332,-0.2550332,-0.2550332,-0.2550332,-0.2550332
48,-3.255893,-3.255893,-3.255893,-3.255893,-3.255893,-3.255893,-3.255893,-3.255893,-3.255893,-3.255893
49,-2.382397,-2.382397,-2.382397,-2.382397,-2.382397,-2.382397,-2.382397,-2.382397,-2.382397,-2.382397
50,-2.5601969,-2.5601969,-2.5601969,-2.5601969,-2.5601969,-2.5601969,-2.5601969,-2.5601969,-2.5601969,-2.5601969
51,-2.2635581,-2.2635581,-2.2635581,-2.2635581,-2.2635581,-2.2635581,-2.2635581,-2.2635581,-2.2635581,-2.2635581
52,-3.1906593,-3.1906593,-3.1906593,-3.1906593,-3.1906593,-3.1906593,-3.1906593,-3.1906593,-3.1906593,-3.1906593
53,-2.8430173,-2.8430173,-2.8430173,-2.8430173,-2.8430173,-2.8430173,-2.8430173,-2.8430173,-2.8430173,-2.8430173
54,-2.5678744,-2.5678744,-2.5678744,-2.5678744,-2.5678744,-2.5678744,-2.5678744,-2.5678744,-2.5678744,-2.5678744
55,-1.9840358,-1.9840358,-1.9840358,-1.9840358,-1.9840358,-1.9840358,-1.9840358,-1.9840358,-1.9840358,-1.9840358
56,-1.3988947,-1.3988947,-1.3988947,-1.3988947,-1.3988947,-1.3988947,-1.3988947,-1.3988947,-1.3988947,-1.3988947
57,-0.64610255,-0.64610255,-0.64610255,-0.64610255,-0.64610255,-0.64610255,-0.64610255,-0.64610255,-0.64610255,-0.64610255
58,-0.79229015,-0.79229015,-0.79229015,-0.79229015,-0.79229015,-0.79229015,-0.79229015,-0.79229015,-0.79229015,-0.79229015
59,-2.8695645,-2.8695645,-2.8695645,-2.8695645,-2.8695645,-2.8695645,-2.8695645,-2.8695645,-2.8695645,-2.8695645
60,0.22583438,0.22583438,0.22583438,0.22583438,0.22583438,0.22583438,0.22583438,0.22583438,0.22583438,0.22583438
61,-0.024511185,-0.024511185,-0.024511185,-0.024511185,-0.024511185,-0.024511185,-0.024511185,-0.024511185,-0.024511185,-0.024511185
62,-2.583439,-2.583439,-2.583439,-2.583439,-2.583439,-2.583439,-2.583439,-2.583439,-2.583439,-2.583439
63,-2.5528677,-2.5528677,-2.5528677,-2.5528677,-2.5528677,-2.5528677,-2.5528677,-2.5528677,-2.5528677,-2.5528677
64,-2.2591634,-2.2591634,-2.2591634,-2.2591634,-2.2591634,-2.2591634,-2.2591634,-2.2591634,-2.2591634,-2.2591634
65,-2.7848213,-2.7848213,-2.7848213,-2.7848213,-2.7848213,-2.7848213,-2.7848213,-2.7848213,-2.7848213,-2.7848213
66,-2.1872034,-2.1872034,-2.1872034,-2.1872034,-2.1872034,-2.1872034,-2.1872034,-2.1872034,-2.1872034,-2.1872034
67,-2.1025925,-2.1025925,-2.1025925,-2.1025925,-2.1025925,-2.1025925,-2.1025925,-2.1025925,-2.1025925,-2.1025925
68,-0.5564852,-0.5564852,-0.5564852,-0.5564852,-0.5564852,-0.5564852,-0.5564852,-0.5564852,-0.5564852,-0.5564852
69,-0.9898277,-0.9898277,-0.9898277,-0.9898277,-0.9898277,-0.9898277,-0.9898277,-0.9898277,-0.9898277,-0.9898277
70,-1.3538373,-1.3538373,-1.3538373,-1.3538373,-1.3538373,-1.3538373,-1.3538373,-1.3538373,-1.3538373,-1.3538373
71,-0.19330114,-0.19330114,-0.19330114,-0.19330114,-0.19330114,-0.19330114,-0.19330114,-0.19330114,-0.19330114,-0.19330114
72,-0.6860381,-0.6860381,-0.6860381,-0.6860381,-0.6860381,-0.6860381,-0.6860381,-0.6860381,-0.6860381,-0.6860381
73,-0.10247019,-0.10247019,-0.10247019,-0.10247019,-0.10247019,-0.10247019,-0.10247019,-0.10247019,-0.10247019,-0.10247019
