,0,1,2,3,4,5,6,7,8,9
0,-0.28016916,-0.28016916,-0.28016916,-0.28016916,-0.28016916,-0.28016916,-0.28016916,-0.28016916,-0.28016916,-0.28016916
1,-0.15296762,-0.15296762,-0.15296762,-0.15296762,-0.15296762,-0.15296762,-0.15296762,-0.15296762,-0.15296762,-0.15296762
2,0.28533924,0.28533924,0.28533924,0.28533924,0.28533924,0.28533924,0.28533924,0.28533924,0.28533924,0.28533924
3,-0.34630018,-0.34630018,-0.34630018,-0.34630018,-0.34630018,-0.34630018,-0.34630018,-0.34630018,-0.34630018,-0.34630018
4,-0.54292977,-0.54292977,-0.54292977,-0.54292977,-0.54292977,-0.54292977,-0.54292977,-0.54292977,-0.54292977,-0.54292977
5,0.013660654,0.013660654,0.013660654,0.013660654,0.013660654,0.013660654,0.013660654,0.013660654,0.013660654,0.013660654
6,-1.0664551,-1.0664551,-1.0664551,-1.0664551,-1.0664551,-1.0664551,-1.0664551,-1.0664551,-1.0664551,-1.0664551
7,-0.34354234,-0.34354234,-0.34354234,-0.34354234,-0.34354234,-0.34354234,-0.34354234,-0.34354234,-0.34354234,-0.34354234
8,0.082910605,0.082910605,0.082910605,0.082910605,0.082910605,0.082910605,0.082910605,0.082910605,0.082910605,0.082910605
9,0.28010476,0.28010476,0.28010476,0.28010476,0.28010476,0.28010476,0.28010476,0.28010476,0.28010476,0.28010476
10,-0.7791096,-0.7791096,-0.7791096,-0.7791096,-0.7791096,-0.7791096,-0.7791096,-0.7791096,-0.7791096,-0.7791096
11,0.22759773,0.22759773,0.22759773,0.22759773,0.22759773,0.22759773,0.22759773,0.22759773,0.22759773,0.22759773
12,-0.23910499,-0.23910499,-0.23910499,-0.23910499,-0.23910499,-0.23910499,-0.23910499,-0.23910499,-0.23910499,-0.23910499
13,-0.40609252,-0.40609252,-0.40609252,-0.40609252,-0.40609252,-0.40609252,-0.40609252,-0.40609252,-0.40609252,-0.40609252
14,-0.76171577,-0.76171577,-0.76171577,-0.76171577,-0.76171577,-0.76171577,-0.76171577,-0.76171577,-0.76171577,-0.76171577
15,-0.4994581,-0.4994581,-0.4994581,-0.4994581,-0.4994581,-0.4994581,-0.4994581,-0.4994581,-0.4994581,-0.4994581
16,0.4082598,0.4082598,0.4082598,0.4082598,0.4082598,0.4082598,0.4082598,0.4082598,0.4082598,0.4082598
17,0.70082605,0.70082605,0.70082605,0.70082605,0.70082605,0.70082605,0.70082605,0.70082605,0.70082605,0.70082605
18,-0.95559824,-0.95559824,-0.95559824,-0.95559824,-0.95559824,-0.95559824,-0.95559824,-0.95559824,-0.95559824,-0.95559824
19,-0.13157639,-0.13157639,-0.13157639,-0.13157639,-0.13157639,-0.13157639,-0.13157639,-0.13157639,-0.13157639,-0.13157639
20,0.12819536,0.12819536,0.12819536,0.12819536,0.12819536,0.12819536,0.12819536,0.12819536,0.12819536,0.12819536
21,0.102524675,0.102524675,0.102524675,0.102524675,0.102524675,0.102524675,0.102524675,0.102524675,0.102524675,0.102524675
22,0.23808217,0.23808217,0.23808217,0.23808217,0.23808217,0.23808217,0.23808217,0.23808217,0.23808217,0.23808217
23,-0.13249291,-0.13249291,-0.13249291,-0.13249291,-0.13249291,-0.13249291,-0.13249291,-0.13249291,-0.13249291,-0.13249291
24,-0.54113966,-0.54113966,-0.54113966,-0.54113966,-0.54113966,-0.54113966,-0.54113966,-0.54113966,-0.54113966,-0.54113966
25,-0.77606654,-0.77606654,-0.77606654,-0.77606654,-0.77606654,-0.77606654,-0.77606654,-0.77606654,-0.77606654,-0.77606654
26,-0.76659167,-0.76659167,-0.76659167,-0.76659167,-0.76659167,-0.76659167,-0.76659167,-0.76659167,-0.76659167,-0.76659167
27,-1.5552132,-1.5552132,-1.5552132,-1.5552132,-1.5552132,-1.5552132,-1.5552132,-1.5552132,-1.5552132,-1.5552132
28,-0.6976721,-0.6976721,-0.6976721,-0.6976721,-0.6976721,-0.6976721,-0.6976721,-0.6976721,-0.6976721,-0.6976721
29,-0.15499401,-0.15499401,-0.15499401,-0.15499401,-0.15499401,-0.15499401,-0.15499401,-0.15499401,-0.15499401,-0.15499401
30,-0.16152263,-0.16152263,-0.16152263,-0.16152263,-0.16152263,-0.16152263,-0.16152263,-0.16152263,-0.16152263,-0.16152263
31,-0.3242408,-0.3242408,-0.3242408,-0.3242408,-0.3242408,-0.3242408,-0.3242408,-0.3242408,-0.3242408,-0.3242408
32,-1.6543968,-1.6543968,-1.6543968,-1.6543968,-1.6543968,-1.6543968,-1.6543968,-1.6543968,-1.6543968,-1.6543968
33,-1.2037759,-1.2037759,-1.2037759,-1.2037759,-1.2037759,-1.2037759,-1.2037759,-1.2037759,-1.2037759,-1.2037759
34,-0.40848303,-0.40848303,-0.40848303,-0.40848303,-0.40848303,-0.40848303,-0.40848303,-0.40848303,-0.40848303,-0.40848303
35,-3.549411,-3.549411,-3.549411,-3.549411,-3.549411,-3.549411,-3.549411,-3.549411,-3.549411,-3.549411
36,-3.017233,-3.017233,-3.017233,-3.017233,-3.017233,-3.017233,-3.017233,-3.017233,-3.017233,-3.017233
37,-1.816716,-1.816716,-1.816716,-1.816716,-1.816716,-1.816716,-1.816716,-1.816716,-1.816716,-1.816716
38,-0.73375446,-0.73375446,-0.73375446,-0.73375446,-0.73375446,-0.73375446,-0.73375446,-0.73375446,-0.73375446,-0.73375446
39,-3.112588,-3.112588,-3.112588,-3.112588,-3.112588,-3.112588,-3.112588,-3.112588,-3.112588,-3.112588
40,-3.130607,-3.130607,-3.130607,-3.130607,-3.130607,-3.130607,-3.130607,-3.130607,-3.130607,-3.130607
41,-2.8673115,-2.8673115,-2.8673115,-2.8673115,-2.8673115,-2.8673115,-2.8673115,-2.8673115,-2.8673115,-2.8673115
42,0.2857632,0.2857632,0.2857632,0.2857632,0.2857632,0.2857632,0.2857632,0.2857632,0.2857632,0.2857632
43,-0.45191884,-0.45191884,-0.45191884,-0.45191884,-0.45191884,-0.45191884,-0.45191884,-0.45191884,-0.45191884,-0.45191884
44,-0.20344299,-0.20344299,-0.20344299,-0.20344299,-0.20344299,-0.20344299,-0.20344299,-0.20344299,-0.20344299,-0.20344299
45,0.38427624,0.38427624,0.38427624,0.38427624,0.38427624,0.38427624,0.38427624,0.38427624,0.38427624,0.38427624
46,0.2777768,0.2777768,0.2777768,0.2777768,0.2777768,0.2777768,0.2777768,0.2777768,0.2777768,0.2777768
47,-0.52525115,-0.52525115,-0.52525115,-0.52525115,-0.52525115,-0.52525115,-0.52525115,-0.52525115,-0.52525115,-0.52525115
48,-3.2931483,-3.2931483,-3.2931483,-3.2931483,-3.2931483,-3.2931483,-3.2931483,-3.2931483,-3.2931483,-3.2931483
49,-2.6362967,-2.6362967,-2.6362967,-2.6362967,-2.6362967,-2.6362967,-2.6362967,-2.6362967,-2.6362967,-2.6362967
50,-2.5071135,-2.5071135,-2.5071135,-2.5071135,-2.5071135,-2.5071135,-2.5071135,-2.5071135,-2.5071135,-2.5071135
51,-2.3759468,-2.3759468,-2.3759468,-2.3759468,-2.3759468,-2.3759468,-2.3759468,-2.3759468,-2.3759468,-2.3759468
52,-3.1278138,-3.1278138,-3.1278138,-3.1278138,-3.1278138,-3.1278138,-3.1278138,-3.1278138,-3.1278138,-3.1278138
53,-2.737802,-2.737802,-2.737802,-2.737802,-2.737802,-2.737802,-2.737802,-2.737802,-2.737802,-2.737802
